CustomerID,total_orders,first_purchase_date,last_purchase_date
13021,9,11/1/2011 15:17,9/30/2011 15:03
13023,2,10/6/2011 16:27,8/2/2011 9:34
13026,5,11/8/2011 7:52,9/8/2011 10:01
13027,6,12/20/2010 12:45,8/18/2011 9:39
13028,2,10/25/2011 14:09,11/17/2011 11:10
13029,3,11/9/2011 9:13,7/24/2011 11:37
13030,2,11/28/2011 14:30,12/6/2010 14:31
13032,2,10/18/2011 15:54,9/13/2011 16:40
13033,1,12/17/2010 14:23,12/17/2010 14:23
13034,2,10/16/2011 12:21,12/5/2010 14:52
13035,2,3/24/2011 9:21,9/27/2011 8:57
13037,3,3/28/2011 15:42,7/24/2011 15:46
13038,3,2/22/2011 11:43,9/20/2011 14:37
13040,2,11/6/2011 13:53,12/1/2011 10:38
13043,1,3/11/2011 14:52,3/11/2011 14:52
13044,1,2/21/2011 15:20,2/21/2011 15:20
13045,1,9/1/2011 15:04,9/1/2011 15:04
13046,2,11/9/2011 8:36,3/18/2011 15:43
13047,10,10/14/2011 11:15,8/4/2011 17:58
13048,4,1/16/2011 14:36,8/18/2011 11:23
13049,2,1/25/2011 16:33,10/6/2011 15:31
13050,17,1/23/2011 12:43,8/25/2011 14:21
13052,1,5/11/2011 14:12,5/11/2011 14:12
13055,3,5/10/2011 8:58,9/22/2011 14:26
13058,3,10/12/2011 13:28,7/11/2011 12:01
13059,1,4/4/2011 10:40,4/4/2011 10:40
13060,1,3/31/2011 11:37,3/31/2011 11:37
13061,1,9/28/2011 16:04,9/28/2011 16:04
13062,1,6/1/2011 15:12,6/1/2011 15:12
13064,4,1/16/2011 13:41,9/12/2011 13:56
13065,1,12/1/2010 16:52,12/1/2010 16:52
13066,2,11/15/2011 12:57,11/7/2011 17:06
13067,1,9/18/2011 13:38,9/18/2011 13:38
13068,2,1/24/2011 8:20,11/29/2011 15:00
13069,24,1/9/2011 12:51,9/1/2011 11:48
13070,1,5/31/2011 13:45,5/31/2011 13:45
13072,1,3/18/2011 8:12,3/18/2011 8:12
13075,1,8/2/2011 10:19,8/2/2011 10:19
13077,4,12/8/2010 14:59,2/22/2011 16:19
13078,26,1/11/2011 12:00,9/18/2011 12:15
13079,5,11/18/2011 9:03,9/9/2011 15:25
13080,1,6/13/2011 14:59,6/13/2011 14:59
13081,11,1/6/2011 16:41,7/19/2011 11:47
13082,9,1/5/2011 15:42,8/5/2011 16:16
13083,2,12/5/2011 15:01,9/25/2011 10:46
13085,2,2/17/2011 13:57,7/5/2011 12:11
13089,97,1/13/2011 9:29,9/30/2011 10:19
13090,14,1/14/2011 12:21,7/26/2011 14:51
13091,1,11/11/2011 15:54,11/11/2011 15:54
13092,5,12/15/2010 12:27,9/30/2011 11:18
13093,8,1/13/2011 12:03,3/9/2011 12:14
13094,12,1/4/2011 10:37,9/20/2011 14:57
13095,1,9/30/2011 12:03,9/30/2011 12:03
13097,10,1/6/2011 9:40,9/23/2011 12:58
13098,28,1/26/2011 13:46,9/6/2011 15:34
13099,1,9/1/2011 17:40,9/1/2011 17:40
13101,1,4/19/2011 14:37,4/19/2011 14:37
13102,24,1/11/2011 14:00,9/19/2011 14:43
13103,1,10/31/2011 9:38,10/31/2011 9:38
13104,6,10/24/2011 10:11,9/15/2011 11:20
13106,1,7/29/2011 15:12,7/29/2011 15:12
13107,4,1/10/2011 12:28,9/15/2011 9:41
13108,1,12/2/2010 10:35,12/2/2010 10:35
13109,2,10/11/2011 10:16,7/5/2011 14:56
13110,7,10/17/2011 15:28,7/25/2011 16:20
13113,24,1/12/2011 13:10,8/9/2011 12:00
13115,4,10/12/2011 12:42,6/8/2011 16:15
13116,1,7/24/2011 14:33,7/24/2011 14:33
13117,8,1/24/2011 15:48,8/10/2011 10:09
13118,5,11/20/2011 12:37,5/15/2011 13:22
13120,1,4/15/2011 10:19,4/15/2011 10:19
13121,1,3/15/2011 16:47,3/15/2011 16:47
13122,2,4/13/2011 14:12,9/6/2011 15:53
13124,3,12/15/2010 15:00,9/11/2011 12:45
13126,8,1/5/2011 9:11,9/28/2011 10:29
13127,1,9/23/2011 10:26,9/23/2011 10:26
13130,1,9/6/2011 15:30,9/6/2011 15:30
13131,3,11/16/2011 13:21,9/29/2011 17:16
13132,1,3/23/2011 12:44,3/23/2011 12:44
13133,2,2/8/2011 15:48,3/11/2011 10:31
13134,4,4/13/2011 12:57,9/15/2011 10:35
13135,1,5/27/2011 10:52,5/27/2011 10:52
13136,5,10/14/2011 13:41,9/13/2011 11:39
13137,8,10/30/2011 12:26,9/8/2011 12:42
13138,6,10/24/2011 9:34,9/20/2011 15:31
13139,7,11/23/2011 13:54,9/28/2011 13:13
13140,3,12/8/2010 15:12,8/23/2011 15:33
13141,5,1/28/2011 13:04,9/16/2011 9:54
13142,1,11/20/2011 16:07,11/20/2011 16:07
13144,1,1/11/2011 11:15,1/11/2011 11:15
13145,4,10/31/2011 12:45,9/9/2011 10:10
13146,1,11/13/2011 15:29,11/13/2011 15:29
13147,4,10/27/2011 16:35,9/1/2011 12:28
13148,12,1/30/2011 13:48,7/3/2011 12:36
13149,4,11/25/2011 13:09,8/25/2011 13:40
13151,1,2/17/2011 12:29,2/17/2011 12:29
13153,1,12/4/2011 12:14,12/4/2011 12:14
13155,4,1/17/2011 11:21,9/21/2011 10:27
13157,4,10/21/2011 13:50,7/21/2011 14:34
13158,4,1/25/2011 9:58,9/6/2011 11:58
13159,4,10/20/2011 13:20,8/25/2011 15:12
13160,1,11/17/2011 13:07,11/17/2011 13:07
13161,1,1/30/2011 14:03,1/30/2011 14:03
13162,4,1/9/2011 10:43,8/9/2011 15:59
13165,2,10/24/2011 15:05,12/23/2010 14:06
13166,1,3/1/2011 15:16,3/1/2011 15:16
13167,4,10/3/2011 15:10,8/1/2011 12:12
13168,4,1/25/2011 13:55,5/24/2011 13:56
13169,2,10/7/2011 12:11,4/1/2011 14:24
13170,1,11/13/2011 12:19,11/13/2011 12:19
13171,3,10/21/2011 16:18,2/13/2011 14:16
13173,2,12/5/2011 15:51,12/7/2010 14:30
13174,3,1/27/2011 15:36,12/5/2010 16:24
13176,1,10/24/2011 15:43,10/24/2011 15:43
13177,1,10/6/2011 9:56,10/6/2011 9:56
13178,11,11/13/2011 16:14,9/27/2011 13:21
13182,1,10/25/2011 13:46,10/25/2011 13:46
13183,9,1/9/2011 10:50,9/14/2011 10:42
13184,10,11/25/2011 12:02,8/1/2011 11:12
13185,1,3/17/2011 11:56,3/17/2011 11:56
13186,3,10/31/2011 11:40,9/7/2011 11:46
13187,1,1/6/2011 18:57,1/6/2011 18:57
13188,1,11/28/2011 15:28,11/28/2011 15:28
13189,2,11/21/2011 10:39,8/16/2011 13:12
13192,2,5/18/2011 14:57,9/5/2011 14:13
13193,1,10/9/2011 14:30,10/9/2011 14:30
13194,1,7/27/2011 9:01,7/27/2011 9:01
13196,4,11/28/2011 13:53,9/16/2011 12:48
13198,6,1/25/2011 13:26,8/11/2011 12:48
13199,38,1/13/2011 15:01,9/8/2011 14:53
13200,4,11/18/2011 9:31,9/26/2011 14:00
13203,4,10/31/2011 13:43,8/11/2011 10:29
13207,2,11/24/2011 14:52,7/12/2011 11:35
13208,6,10/11/2011 16:25,7/7/2011 14:18
13209,8,1/17/2011 14:27,8/3/2011 12:10
13210,1,9/7/2011 8:18,9/7/2011 8:18
13211,3,11/29/2011 14:43,9/5/2011 17:36
13212,3,10/9/2011 14:48,11/20/2011 12:40
13213,5,10/14/2011 11:42,8/3/2011 13:06
13216,1,3/17/2011 12:18,3/17/2011 12:18
13217,3,7/31/2011 10:43,8/9/2011 15:32
13218,1,8/4/2011 16:59,8/4/2011 16:59
13220,4,4/17/2011 10:59,9/22/2011 13:38
13221,2,12/15/2010 13:24,4/13/2011 16:58
13223,2,4/21/2011 15:16,5/23/2011 13:03
13224,2,10/10/2011 14:55,7/11/2011 14:10
13225,7,1/5/2011 16:28,7/19/2011 16:36
13226,1,3/11/2011 14:35,3/11/2011 14:35
13227,1,5/22/2011 11:47,5/22/2011 11:47
13228,1,9/19/2011 14:28,9/19/2011 14:28
13229,1,4/28/2011 12:07,4/28/2011 12:07
13230,14,1/23/2011 13:33,7/24/2011 16:18
13232,7,11/13/2011 14:34,9/2/2011 13:18
13233,2,1/7/2011 14:49,9/26/2011 13:25
13235,1,5/11/2011 17:13,5/11/2011 17:13
13236,2,11/15/2011 12:50,8/25/2011 8:58
13238,4,11/16/2011 16:26,6/29/2011 12:12
13239,1,3/23/2011 10:25,3/23/2011 10:25
13240,4,12/9/2010 12:49,9/4/2011 14:08
13242,3,5/10/2011 12:26,8/19/2011 12:53
13243,1,5/20/2011 13:14,5/20/2011 13:14
13244,1,9/8/2011 11:46,9/8/2011 11:46
13245,1,10/20/2011 11:40,10/20/2011 11:40
13246,6,1/13/2011 13:36,6/16/2011 12:51
13247,4,10/19/2011 14:20,9/18/2011 11:31
13248,2,6/3/2011 13:05,8/7/2011 12:40
13249,3,3/23/2011 15:26,9/8/2011 13:26
13253,2,1/4/2011 15:43,7/6/2011 10:09
13255,2,11/30/2011 13:14,12/1/2010 11:58
13256,1,11/25/2011 15:57,11/25/2011 15:57
13258,3,11/16/2011 13:27,5/18/2011 13:11
13259,1,10/9/2011 10:48,10/9/2011 10:48
13260,1,10/9/2011 13:21,10/9/2011 13:21
13261,2,2/27/2011 10:41,3/16/2011 12:22
13262,1,3/21/2011 15:06,3/21/2011 15:06
13263,35,1/18/2011 16:31,9/30/2011 10:45
13265,5,10/17/2011 15:02,9/12/2011 9:36
13266,12,10/27/2011 14:52,9/25/2011 11:28
13267,19,1/12/2011 12:00,9/8/2011 15:36
13268,11,11/1/2011 11:31,9/16/2011 11:27
13269,15,10/4/2011 15:44,9/12/2011 12:45
13270,1,12/8/2010 14:53,12/8/2010 14:53
13271,1,11/2/2011 14:31,11/2/2011 14:31
13272,2,11/8/2011 14:00,9/11/2011 12:06
13273,1,8/18/2011 14:02,8/18/2011 14:02
13276,2,10/7/2011 12:44,9/1/2011 10:03
13277,4,11/14/2011 13:10,8/15/2011 14:50
13278,1,10/30/2011 11:49,10/30/2011 11:49
13279,1,9/22/2011 17:24,9/22/2011 17:24
13280,3,1/27/2011 16:29,8/9/2011 13:14
13282,3,11/21/2011 15:33,6/30/2011 13:17
13283,2,10/11/2011 9:50,6/7/2011 12:39
13284,1,1/13/2011 9:23,1/13/2011 9:23
13285,4,11/16/2011 13:19,7/1/2011 14:53
13291,1,7/7/2011 10:36,7/7/2011 10:36
13292,2,11/1/2011 10:04,2/28/2011 15:00
13294,2,4/4/2011 12:37,6/3/2011 8:54
13295,1,12/15/2010 11:21,12/15/2010 11:21
13296,1,7/25/2011 13:46,7/25/2011 13:46
13297,4,10/3/2011 15:08,12/2/2011 9:32
13298,1,12/8/2011 13:11,12/8/2011 13:11
13299,1,3/16/2011 12:55,3/16/2011 12:55
13300,1,6/23/2011 13:09,6/23/2011 13:09
13301,4,2/20/2011 13:13,8/28/2011 11:25
13302,1,7/7/2011 17:56,7/7/2011 17:56
13304,1,12/23/2010 14:35,12/23/2010 14:35
13305,10,11/18/2011 11:07,9/8/2011 10:02
13307,1,8/11/2011 17:14,8/11/2011 17:14
13308,3,10/18/2011 14:44,5/20/2011 13:13
13309,5,10/25/2011 13:16,9/12/2011 14:15
13310,3,1/19/2011 14:50,5/17/2011 13:26
13311,2,12/5/2011 12:55,7/12/2011 14:26
13313,5,1/4/2011 10:00,7/21/2011 18:19
13314,3,10/7/2011 13:09,9/27/2011 10:20
13316,4,11/2/2011 13:40,9/21/2011 12:14
13317,6,10/4/2011 13:35,5/25/2011 10:35
13318,3,11/2/2011 13:26,12/8/2011 18:51
13319,26,1/4/2011 11:40,9/9/2011 10:24
13320,4,5/10/2011 10:29,9/22/2011 18:07
13321,2,9/14/2011 15:18,9/28/2011 15:24
13322,1,11/22/2011 14:21,11/22/2011 14:21
13323,5,11/18/2011 10:24,9/16/2011 13:23
13324,10,1/31/2011 10:13,9/11/2011 12:34
13325,1,9/19/2011 10:36,9/19/2011 10:36
13327,8,11/1/2011 10:21,8/19/2011 11:55
13328,1,1/27/2011 15:22,1/27/2011 15:22
13329,2,11/8/2011 10:29,12/8/2010 10:11
13330,3,1/28/2011 10:08,9/8/2011 12:27
13332,1,11/25/2011 13:30,11/25/2011 13:30
13334,3,2/7/2011 11:42,9/18/2011 15:21
13336,1,9/23/2011 14:05,9/23/2011 14:05
13338,1,7/5/2011 9:06,7/5/2011 9:06
13339,1,5/23/2011 8:31,5/23/2011 8:31
13340,7,10/25/2011 13:14,8/26/2011 9:55
13341,1,3/24/2011 9:50,3/24/2011 9:50
13343,1,6/15/2011 12:24,6/15/2011 12:24
13344,3,10/3/2011 9:44,3/7/2011 10:28
13345,1,2/25/2011 9:01,2/25/2011 9:01
13347,1,9/30/2011 13:28,9/30/2011 13:28
13348,1,10/6/2011 17:28,10/6/2011 17:28
13349,1,11/29/2011 8:07,11/29/2011 8:07
13350,2,11/23/2011 16:33,9/21/2011 13:33
13351,1,10/4/2011 12:55,10/4/2011 12:55
13352,1,10/10/2011 13:55,10/10/2011 13:55
13354,1,9/29/2011 13:17,9/29/2011 13:17
13355,1,8/9/2011 14:48,8/9/2011 14:48
13356,1,9/20/2011 14:33,9/20/2011 14:33
13357,1,3/27/2011 13:56,3/27/2011 13:56
13358,1,3/16/2011 11:52,3/16/2011 11:52
13359,1,10/7/2011 9:30,10/7/2011 9:30
13362,4,10/18/2011 11:18,4/8/2011 8:21
13363,2,10/27/2011 10:46,11/22/2011 12:40
13364,1,9/29/2011 18:13,9/29/2011 18:13
13365,2,11/6/2011 12:36,5/6/2011 12:00
13366,1,10/20/2011 13:37,10/20/2011 13:37
13368,2,1/6/2011 12:32,3/28/2011 9:59
13369,1,12/9/2010 11:30,12/9/2010 11:30
13370,1,12/3/2010 10:26,12/3/2010 10:26
13372,1,9/11/2011 12:46,9/11/2011 12:46
13373,3,10/10/2011 10:51,7/4/2011 12:19
13375,1,9/12/2011 10:19,9/12/2011 10:19
13376,3,4/19/2011 13:03,9/1/2011 16:16
13379,3,10/2/2011 15:18,7/26/2011 12:26
13381,6,11/8/2011 11:58,9/11/2011 15:35
13382,1,3/4/2011 10:03,3/4/2011 10:03
13384,7,10/25/2011 15:39,9/27/2011 11:35
13385,1,1/14/2011 9:52,1/14/2011 9:52
13388,2,7/31/2011 12:52,7/31/2011 12:52
13389,3,11/28/2011 14:01,9/26/2011 9:52
13390,1,9/26/2011 8:38,9/26/2011 8:38
13391,1,5/20/2011 10:50,5/20/2011 10:50
13394,8,10/17/2011 10:17,9/22/2011 16:20
13395,1,6/7/2011 15:04,6/7/2011 15:04
13396,2,1/24/2011 13:37,11/10/2011 16:59
13397,5,1/4/2011 13:50,9/28/2011 10:56
13398,1,5/31/2011 13:17,5/31/2011 13:17
13402,2,12/2/2010 17:12,8/4/2011 15:51
13403,1,11/22/2011 8:28,11/22/2011 8:28
13404,2,12/8/2011 15:37,5/11/2011 11:57
13405,3,1/26/2011 9:27,9/26/2011 17:01
13408,62,1/24/2011 10:56,9/25/2011 14:41
13410,5,11/15/2011 15:33,9/26/2011 11:39
13411,1,8/24/2011 13:57,8/24/2011 13:57
13414,3,2/16/2011 12:13,7/5/2011 12:52
13416,2,10/27/2011 8:56,9/19/2011 14:43
13417,2,12/5/2011 8:49,5/18/2011 16:26
13418,18,10/10/2011 11:59,9/2/2011 9:43
13419,1,10/7/2011 12:49,10/7/2011 12:49
13420,2,6/22/2011 11:35,7/13/2011 8:48
13421,2,10/30/2011 14:21,2/22/2011 15:46
13422,1,10/6/2011 13:42,10/6/2011 13:42
13425,3,2/18/2011 8:34,8/23/2011 17:13
13426,10,1/7/2011 11:54,9/11/2011 11:59
13427,3,11/20/2011 13:02,8/11/2011 12:53
13428,1,11/29/2011 14:20,11/29/2011 14:20
13429,4,10/10/2011 12:51,9/25/2011 15:59
13430,2,11/21/2011 8:19,9/14/2011 14:26
13431,2,10/3/2011 13:49,9/12/2011 11:25
13434,2,9/26/2011 14:30,9/4/2011 10:35
13435,7,10/26/2011 14:50,9/25/2011 15:15
13436,1,12/8/2011 10:33,12/8/2011 10:33
13437,7,11/15/2011 15:05,9/1/2011 18:20
13439,1,3/29/2011 14:20,3/29/2011 14:20
13441,1,9/9/2011 9:38,9/9/2011 9:38
13447,3,11/16/2011 13:38,11/6/2011 11:56
13448,6,11/23/2011 12:33,9/20/2011 12:53
13449,1,11/16/2011 8:28,11/16/2011 8:28
13450,6,11/13/2011 11:54,9/11/2011 14:00
13451,5,1/9/2011 15:35,8/5/2011 16:43
13452,2,3/14/2011 11:38,3/25/2011 14:19
13453,2,2/23/2011 9:44,6/27/2011 9:34
13455,2,11/15/2011 11:21,12/8/2010 13:11
13456,6,10/7/2011 15:18,7/7/2011 13:52
13458,14,1/6/2011 11:25,9/1/2011 12:46
13460,2,10/21/2011 9:50,11/10/2011 17:17
13461,3,11/1/2011 9:01,7/24/2011 11:32
13462,1,4/1/2011 11:20,4/1/2011 11:20
13464,1,10/12/2011 15:01,10/12/2011 15:01
13466,1,6/8/2011 16:39,6/8/2011 16:39
13467,2,11/29/2011 10:01,11/3/2011 16:56
13468,37,1/11/2011 10:40,9/8/2011 10:52
13470,2,8/16/2011 17:06,9/1/2011 14:57
13471,4,10/23/2011 13:10,12/8/2011 15:44
13473,2,1/11/2011 8:45,10/10/2011 11:20
13474,1,4/17/2011 13:53,4/17/2011 13:53
13475,4,2/14/2011 12:36,6/1/2011 13:52
13476,2,3/3/2011 14:43,6/14/2011 12:00
13477,6,10/13/2011 9:55,7/24/2011 13:17
13479,2,4/19/2011 11:27,5/23/2011 10:45
13481,5,10/25/2011 9:07,8/23/2011 13:28
13482,1,4/21/2011 17:03,4/21/2011 17:03
13483,1,10/5/2011 11:53,10/5/2011 11:53
13484,1,4/12/2011 16:30,4/12/2011 16:30
13485,1,4/20/2011 13:58,4/20/2011 13:58
13486,3,7/7/2011 17:19,9/22/2011 13:13
13487,3,10/13/2011 12:07,5/10/2011 16:19
13488,13,1/12/2011 11:52,9/28/2011 13:04
13489,4,2/18/2011 10:42,8/26/2011 13:16
13491,10,1/11/2011 9:58,7/15/2011 9:00
13492,3,5/9/2011 10:06,7/26/2011 14:25
13493,2,2/25/2011 16:42,3/9/2011 15:35
13494,1,2/1/2011 11:58,2/1/2011 11:58
13495,5,11/4/2011 10:29,4/21/2011 15:15
13496,2,11/29/2011 10:58,12/15/2010 10:17
13497,2,12/6/2010 11:37,3/2/2011 9:04
13499,5,11/10/2011 15:09,9/27/2011 9:33
13500,3,11/16/2011 15:35,8/9/2011 12:20
13501,1,2/24/2011 18:59,2/24/2011 18:59
13502,3,1/20/2011 9:03,3/10/2011 8:40
13503,1,9/29/2011 13:23,9/29/2011 13:23
13504,1,10/6/2011 13:20,10/6/2011 13:20
13505,4,4/21/2011 12:07,9/28/2011 11:56
13506,2,1/27/2011 13:53,12/5/2010 12:15
13507,4,12/6/2011 13:13,9/2/2011 15:45
13508,1,4/10/2011 11:58,4/10/2011 11:58
13509,7,10/18/2011 11:41,9/1/2011 8:25
13510,4,10/25/2011 13:51,9/5/2011 14:11
13512,1,3/24/2011 10:03,3/24/2011 10:03
13513,1,8/5/2011 11:50,8/5/2011 11:50
13514,1,9/27/2011 9:39,9/27/2011 9:39
13515,4,4/6/2011 10:33,9/28/2011 11:26
13516,3,11/18/2011 13:15,9/28/2011 12:28
13517,3,10/11/2011 11:43,8/25/2011 11:40
13518,1,9/15/2011 10:29,9/15/2011 10:29
13519,1,9/22/2011 18:24,9/22/2011 18:24
13520,6,1/19/2011 12:14,7/25/2011 12:22
13521,3,11/29/2011 15:09,12/8/2011 13:50
13522,1,11/9/2011 15:11,11/9/2011 15:11
13523,5,10/24/2011 10:29,5/24/2011 8:51
13524,5,10/30/2011 12:34,9/19/2011 12:29
13525,2,11/25/2011 12:01,4/5/2011 15:36
13527,7,1/17/2011 11:17,9/11/2011 12:15
13529,2,5/19/2011 11:50,9/22/2011 9:15
13531,2,12/8/2010 15:03,5/18/2011 16:56
13532,1,11/6/2011 12:25,11/6/2011 12:25
13533,3,3/17/2011 12:47,6/10/2011 11:54
13534,25,1/26/2011 10:33,8/24/2011 10:36
13536,7,10/18/2011 8:12,9/25/2011 13:30
13538,7,1/28/2011 10:40,9/6/2011 13:11
13539,3,2/3/2011 15:23,9/15/2011 10:18
13544,2,10/31/2011 11:57,4/13/2011 12:09
13546,3,10/17/2011 14:51,5/23/2011 12:14
13548,2,4/10/2011 11:35,9/4/2011 14:50
13549,7,10/6/2011 16:28,7/20/2011 13:21
13551,1,1/24/2011 14:46,1/24/2011 14:46
13552,12,1/28/2011 10:10,9/14/2011 11:54
13555,4,5/22/2011 11:06,9/27/2011 12:36
13557,2,11/11/2011 15:24,3/4/2011 12:14
13558,4,10/2/2011 13:01,12/4/2011 11:24
13560,1,12/2/2011 13:11,12/2/2011 13:11
13561,1,5/8/2011 12:39,5/8/2011 12:39
13562,3,4/8/2011 12:42,9/19/2011 10:51
13563,2,7/22/2011 17:21,9/16/2011 14:45
13564,3,12/20/2010 16:50,7/18/2011 14:33
13565,2,1/9/2011 14:28,11/20/2011 14:33
13566,2,10/30/2011 11:59,9/18/2011 12:40
13568,1,6/19/2011 14:42,6/19/2011 14:42
13569,2,11/22/2011 13:07,12/7/2010 12:29
13570,1,4/10/2011 13:36,4/10/2011 13:36
13571,12,10/2/2011 12:30,9/8/2011 11:27
13572,1,5/18/2011 11:59,5/18/2011 11:59
13573,2,10/20/2011 14:33,3/31/2011 14:47
13575,5,10/12/2011 11:55,9/30/2011 9:20
13576,18,1/6/2011 14:58,9/4/2011 12:07
13577,4,11/14/2011 15:19,9/8/2011 11:44
13579,2,11/25/2011 8:41,12/5/2010 16:10
13581,1,2/3/2011 14:41,2/3/2011 14:41
13583,1,7/7/2011 10:40,7/7/2011 10:40
13584,1,2/6/2011 12:49,2/6/2011 12:49
13587,1,10/7/2011 12:31,10/7/2011 12:31
13588,9,10/21/2011 10:32,9/14/2011 9:21
13589,2,11/25/2011 12:10,6/13/2011 12:44
13590,6,10/19/2011 12:16,7/12/2011 10:46
13591,3,10/6/2011 12:26,5/19/2011 13:58
13592,4,11/4/2011 9:49,5/18/2011 9:13
13593,5,1/7/2011 16:32,8/23/2011 13:35
13594,1,10/18/2011 10:19,10/18/2011 10:19
13596,2,11/27/2011 11:57,12/4/2011 12:01
13598,1,10/23/2011 14:28,10/23/2011 14:28
13599,21,1/6/2011 15:25,9/16/2011 9:24
13600,1,1/31/2011 15:27,1/31/2011 15:27
13601,2,10/25/2011 17:31,5/12/2011 16:52
13602,1,10/6/2011 11:47,10/6/2011 11:47
13603,1,11/13/2011 15:57,11/13/2011 15:57
13606,3,11/10/2011 17:46,4/10/2011 12:52
13607,1,10/30/2011 16:17,10/30/2011 16:17
13610,7,10/16/2011 15:44,8/21/2011 14:42
13611,3,12/15/2010 10:31,9/11/2011 14:51
13614,4,1/13/2011 12:37,9/11/2011 14:05
13615,1,1/25/2011 8:21,1/25/2011 8:21
13617,3,10/30/2011 13:50,8/18/2011 13:17
13618,1,6/19/2011 11:09,6/19/2011 11:09
13621,1,8/15/2011 8:26,8/15/2011 8:26
13623,5,11/9/2011 12:00,5/13/2011 16:12
13626,1,4/1/2011 10:05,4/1/2011 10:05
13627,5,10/11/2011 14:20,9/21/2011 12:55
13629,11,1/5/2011 12:09,9/1/2011 18:54
13630,7,12/4/2011 15:16,9/25/2011 10:30
13631,11,3/17/2011 17:13,9/1/2011 9:57
13632,5,10/28/2011 8:34,6/19/2011 12:23
13634,5,1/16/2011 15:30,9/14/2011 12:42
13635,1,10/3/2011 10:55,10/3/2011 10:55
13636,5,11/3/2011 10:30,8/9/2011 14:56
13637,3,10/18/2011 13:32,6/5/2011 13:24
13638,1,11/24/2011 10:38,11/24/2011 10:38
13639,1,9/26/2011 13:36,9/26/2011 13:36
13642,1,5/8/2011 12:34,5/8/2011 12:34
13643,3,11/8/2011 15:37,9/2/2011 10:42
13644,4,10/26/2011 11:08,9/27/2011 10:27
13645,1,8/11/2011 16:11,8/11/2011 16:11
13647,4,11/30/2011 12:00,9/29/2011 13:21
13649,2,12/8/2010 14:46,3/28/2011 11:51
13650,6,10/4/2011 9:51,9/12/2011 12:45
13651,2,10/31/2011 12:11,11/4/2011 14:59
13652,3,10/25/2011 8:51,3/28/2011 9:21
13654,6,10/27/2011 16:23,7/17/2011 13:29
13655,2,4/12/2011 9:53,8/17/2011 14:25
13656,2,1/6/2011 15:42,6/28/2011 10:31
13657,2,11/29/2011 12:32,5/22/2011 12:35
13658,5,11/30/2011 10:11,9/15/2011 13:21
13659,2,1/23/2011 12:08,5/18/2011 12:37
13662,3,3/25/2011 13:23,9/15/2011 12:04
13663,1,6/13/2011 15:44,6/13/2011 15:44
13666,3,10/10/2011 15:39,2/25/2011 13:08
13667,1,7/13/2011 15:42,7/13/2011 15:42
13668,21,1/9/2011 11:02,8/18/2011 12:53
13669,2,10/20/2011 9:32,7/13/2011 11:44
13670,1,9/25/2011 15:25,9/25/2011 15:25
13672,2,1/11/2011 13:54,2/11/2011 13:53
13673,2,11/21/2011 12:11,11/7/2011 15:40
13675,2,2/28/2011 12:14,7/11/2011 12:57
13678,1,7/11/2011 10:14,7/11/2011 10:14
13680,4,1/4/2011 14:12,12/8/2011 13:47
13681,4,10/2/2011 11:41,7/7/2011 15:21
13682,1,6/5/2011 14:06,6/5/2011 14:06
13684,1,2/27/2011 10:13,2/27/2011 10:13
13685,7,10/10/2011 12:59,12/7/2011 11:41
13686,1,6/10/2011 9:10,6/10/2011 9:10
13689,1,10/7/2011 13:21,10/7/2011 13:21
13690,1,10/11/2011 15:03,10/11/2011 15:03
13692,3,11/15/2011 11:17,5/10/2011 10:11
13694,50,1/13/2011 10:08,9/29/2011 10:22
13695,15,10/7/2011 12:12,9/2/2011 14:09
13697,1,11/1/2011 9:14,11/1/2011 9:14
13699,1,7/7/2011 16:51,7/7/2011 16:51
13700,10,1/16/2011 13:18,9/8/2011 12:05
13703,1,1/25/2011 13:10,1/25/2011 13:10
13704,9,10/12/2011 12:44,9/27/2011 10:04
13705,3,12/1/2010 10:29,7/18/2011 9:15
13706,1,2/10/2011 9:21,2/10/2011 9:21
13707,2,1/28/2011 13:27,3/17/2011 18:03
13708,1,3/13/2011 13:46,3/13/2011 13:46
13709,13,1/28/2011 14:57,8/4/2011 14:30
13710,1,11/8/2011 8:16,11/8/2011 8:16
13711,2,5/5/2011 10:29,5/5/2011 10:31
13712,1,4/7/2011 12:33,4/7/2011 12:33
13715,5,1/5/2011 12:15,3/3/2011 19:21
13716,1,3/15/2011 13:49,3/15/2011 13:49
13717,6,10/14/2011 14:16,8/3/2011 8:21
13718,2,2/17/2011 11:58,4/7/2011 13:24
13719,5,10/13/2011 15:19,5/18/2011 12:52
13720,4,3/30/2011 9:17,8/15/2011 12:46
13721,1,11/3/2011 14:05,11/3/2011 14:05
13722,3,3/2/2011 11:43,7/31/2011 12:44
13723,1,5/6/2011 17:04,5/6/2011 17:04
13725,8,10/21/2011 10:03,6/23/2011 16:02
13726,2,11/1/2011 10:49,8/31/2011 11:06
13727,2,11/11/2011 9:46,11/6/2011 12:16
13728,6,11/3/2011 10:49,8/24/2011 12:54
13730,2,7/1/2011 12:47,7/27/2011 8:35
13731,2,4/7/2011 10:10,5/4/2011 14:33
13732,1,11/11/2011 15:49,11/11/2011 15:49
13735,4,10/27/2011 14:22,6/17/2011 11:07
13736,2,12/4/2011 15:19,3/24/2011 13:04
13737,1,5/23/2011 16:32,5/23/2011 16:32
13739,1,11/21/2011 13:35,11/21/2011 13:35
13740,1,4/13/2011 10:32,4/13/2011 10:32
