CustomerID,last_purchase_date,days_since_last_purchase,churn_status
17749,2011-06-14,178,Active
12809,2011-06-15,177,Active
13343,2011-06-15,177,Active
14222,2011-06-15,177,Active
15574,2011-06-15,177,Active
16461,2011-06-15,177,Active
16644,2011-06-15,177,Active
17536,2011-06-15,177,Active
18165,2011-06-15,177,Active
12908,2011-06-16,176,Active
13826,2011-06-16,176,Active
13951,2011-06-16,176,Active
14037,2011-06-16,176,Active
15219,2011-06-16,176,Active
15585,2011-06-16,176,Active
16257,2011-06-16,176,Active
16276,2011-06-16,176,Active
16739,2011-06-16,176,Active
17446,2011-06-16,176,Active
18168,2011-06-16,176,Active
14491,2011-06-17,175,Active
17204,2011-06-17,175,Active
12837,2011-06-19,173,Active
13005,2011-06-19,173,Active
13568,2011-06-19,173,Active
13618,2011-06-19,173,Active
14162,2011-06-19,173,Active
15535,2011-06-19,173,Active
15909,2011-06-19,173,Active
16050,2011-06-19,173,Active
16484,2011-06-19,173,Active
16805,2011-06-19,173,Active
17616,2011-06-19,173,Active
17879,2011-06-19,173,Active
18062,2011-06-19,173,Active
15016,2011-06-20,172,Active
15076,2011-06-20,172,Active
15280,2011-06-20,172,Active
15389,2011-06-20,172,Active
15700,2011-06-20,172,Active
15825,2011-06-20,172,Active
15921,2011-06-20,172,Active
16320,2011-06-20,172,Active
17897,2011-06-20,172,Active
18260,2011-06-20,172,Active
15412,2011-06-21,171,Active
15507,2011-06-21,171,Active
16526,2011-06-21,171,Active
17960,2011-06-21,171,Active
14643,2011-06-22,170,Active
14998,2011-06-22,170,Active
15041,2011-06-22,170,Active
16114,2011-06-22,170,Active
16214,2011-06-22,170,Active
16247,2011-06-22,170,Active
17877,2011-06-22,170,Active
13300,2011-06-23,169,Active
13929,2011-06-23,169,Active
13937,2011-06-23,169,Active
14584,2011-06-23,169,Active
14656,2011-06-23,169,Active
15130,2011-06-23,169,Active
15379,2011-06-23,169,Active
15384,2011-06-23,169,Active
16287,2011-06-23,169,Active
16647,2011-06-23,169,Active
17630,2011-06-23,169,Active
17709,2011-06-23,169,Active
13856,2011-06-24,168,Active
15258,2011-06-24,168,Active
15665,2011-06-24,168,Active
17704,2011-06-24,168,Active
12548,2011-06-26,166,Active
14795,2011-06-26,166,Active
15644,2011-06-26,166,Active
17969,2011-06-26,166,Active
12493,2011-06-27,165,Active
13453,2011-06-27,165,Active
15976,2011-06-27,165,Active
17110,2011-06-27,165,Active
17980,2011-06-27,165,Active
18193,2011-06-27,165,Active
13656,2011-06-28,164,Active
14351,2011-06-28,164,Active
14481,2011-06-28,164,Active
15146,2011-06-28,164,Active
16473,2011-06-28,164,Active
16545,2011-06-28,164,Active
14327,2011-06-29,163,Active
15537,2011-06-29,163,Active
16553,2011-06-29,163,Active
16801,2011-06-29,163,Active
17391,2011-06-29,163,Active
17408,2011-06-29,163,Active
12424,2011-06-30,162,Active
13745,2011-06-30,162,Active
14267,2011-06-30,162,Active
14803,2011-06-30,162,Active
15578,2011-06-30,162,Active
17891,2011-06-30,162,Active
12922,2011-07-01,161,Active
14016,2011-07-01,161,Active
14338,2011-07-01,161,Active
15483,2011-07-01,161,Active
16498,2011-07-01,161,Active
17123,2011-07-01,161,Active
17505,2011-07-01,161,Active
13833,2011-07-03,159,Active
15007,2011-07-03,159,Active
17105,2011-07-03,159,Active
17781,2011-07-03,159,Active
17899,2011-07-03,159,Active
17939,2011-07-03,159,Active
15349,2011-07-04,158,Active
16344,2011-07-04,158,Active
17464,2011-07-04,158,Active
17765,2011-07-04,158,Active
12980,2011-07-05,157,Active
13085,2011-07-05,157,Active
13338,2011-07-05,157,Active
14352,2011-07-05,157,Active
14905,2011-07-05,157,Active
15646,2011-07-05,157,Active
16146,2011-07-05,157,Active
16338,2011-07-05,157,Active
17046,2011-07-05,157,Active
18142,2011-07-05,157,Active
18203,2011-07-05,157,Active
12450,2011-07-06,156,Active
12977,2011-07-06,156,Active
13253,2011-07-06,156,Active
14645,2011-07-06,156,Active
15334,2011-07-06,156,Active
15889,2011-07-06,156,Active
16829,2011-07-06,156,Active
16919,2011-07-06,156,Active
17341,2011-07-06,156,Active
17440,2011-07-06,156,Active
13291,2011-07-07,155,Active
13302,2011-07-07,155,Active
13583,2011-07-07,155,Active
13699,2011-07-07,155,Active
14021,2011-07-07,155,Active
14459,2011-07-07,155,Active
15512,2011-07-07,155,Active
18013,2011-07-07,155,Active
12648,2011-07-08,154,Active
13955,2011-07-08,154,Active
14104,2011-07-08,154,Active
14264,2011-07-08,154,Active
15182,2011-07-08,154,Active
15920,2011-07-08,154,Active
16091,2011-07-08,154,Active
16398,2011-07-08,154,Active
18037,2011-07-08,154,Active
17126,2011-07-10,152,Active
17787,2011-07-10,152,Active
18024,2011-07-10,152,Active
12717,2011-07-11,151,Active
13675,2011-07-11,151,Active
13678,2011-07-11,151,Active
13754,2011-07-11,151,Active
14552,2011-07-11,151,Active
15045,2011-07-11,151,Active
15265,2011-07-11,151,Active
15577,2011-07-11,151,Active
17337,2011-07-11,151,Active
12669,2011-07-12,150,Active
14548,2011-07-12,150,Active
13420,2011-07-13,149,Active
13667,2011-07-13,149,Active
14400,2011-07-13,149,Active
15795,2011-07-13,149,Active
15895,2011-07-13,149,Active
16450,2011-07-13,149,Active
16998,2011-07-13,149,Active
18121,2011-07-13,149,Active
12405,2011-07-14,148,Active
12653,2011-07-14,148,Active
12915,2011-07-14,148,Active
14461,2011-07-14,148,Active
14847,2011-07-14,148,Active
14891,2011-07-14,148,Active
15256,2011-07-14,148,Active
15402,2011-07-14,148,Active
17259,2011-07-14,148,Active
12815,2011-07-15,147,Active
14722,2011-07-15,147,Active
14958,2011-07-15,147,Active
15004,2011-07-15,147,Active
17444,2011-07-15,147,Active
17948,2011-07-15,147,Active
12833,2011-07-17,145,Active
13967,2011-07-17,145,Active
15716,2011-07-17,145,Active
16054,2011-07-17,145,Active
17984,2011-07-17,145,Active
13564,2011-07-18,144,Active
13821,2011-07-18,144,Active
14758,2011-07-18,144,Active
16859,2011-07-18,144,Active
12840,2011-07-19,143,Active
12875,2011-07-19,143,Active
12947,2011-07-19,143,Active
14117,2011-07-19,143,Active
15713,2011-07-19,143,Active
16112,2011-07-19,143,Active
12510,2011-07-20,142,Active
12521,2011-07-20,142,Active
15802,2011-07-20,142,Active
16807,2011-07-20,142,Active
17866,2011-07-20,142,Active
17962,2011-07-20,142,Active
14259,2011-07-21,141,Active
15108,2011-07-21,141,Active
15623,2011-07-21,141,Active
16654,2011-07-21,141,Active
17660,2011-07-21,141,Active
17694,2011-07-21,141,Active
15704,2011-07-22,140,Active
16866,2011-07-22,140,Active
18146,2011-07-22,140,Active
18262,2011-07-22,140,Active
12763,2011-07-24,138,Active
12864,2011-07-24,138,Active
12916,2011-07-24,138,Active
13037,2011-07-24,138,Active
13116,2011-07-24,138,Active
13802,2011-07-24,138,Active
16178,2011-07-24,138,Active
16305,2011-07-24,138,Active
16948,2011-07-24,138,Active
17265,2011-07-24,138,Active
17312,2011-07-24,138,Active
17649,2011-07-24,138,Active
17935,2011-07-24,138,Active
13296,2011-07-25,137,Active
14100,2011-07-25,137,Active
14692,2011-07-25,137,Active
15372,2011-07-25,137,Active
17040,2011-07-25,137,Active
17693,2011-07-25,137,Active
13492,2011-07-26,136,Active
15855,2011-07-26,136,Active
13194,2011-07-27,135,Active
13730,2011-07-27,135,Active
15261,2011-07-27,135,Active
16447,2011-07-27,135,Active
16696,2011-07-27,135,Active
12453,2011-07-28,134,Active
12507,2011-07-28,134,Active
12743,2011-07-28,134,Active
12853,2011-07-28,134,Active
14002,2011-07-28,134,Active
15118,2011-07-28,134,Active
15245,2011-07-28,134,Active
15639,2011-07-28,134,Active
15746,2011-07-28,134,Active
16951,2011-07-28,134,Active
17931,2011-07-28,134,Active
18151,2011-07-28,134,Active
18268,2011-07-28,134,Active
13106,2011-07-29,133,Active
13414,2011-07-29,133,Active
14143,2011-07-29,133,Active
15120,2011-07-29,133,Active
15149,2011-07-29,133,Active
15776,2011-07-29,133,Active
15942,2011-07-29,133,Active
16147,2011-07-29,133,Active
17926,2011-07-29,133,Active
18064,2011-07-29,133,Active
12942,2011-07-31,131,Active
13388,2011-07-31,131,Active
13722,2011-07-31,131,Active
14885,2011-07-31,131,Active
15438,2011-07-31,131,Active
17695,2011-07-31,131,Active
12534,2011-08-01,130,Active
14403,2011-08-01,130,Active
17053,2011-08-01,130,Active
17282,2011-08-01,130,Active
17615,2011-08-01,130,Active
17941,2011-08-01,130,Active
12378,2011-08-02,129,Active
12644,2011-08-02,129,Active
13075,2011-08-02,129,Active
13850,2011-08-02,129,Active
14076,2011-08-02,129,Active
14133,2011-08-02,129,Active
15342,2011-08-02,129,Active
17353,2011-08-02,129,Active
17553,2011-08-02,129,Active
17887,2011-08-02,129,Active
12643,2011-08-03,128,Active
12750,2011-08-03,128,Active
12917,2011-08-03,128,Active
14972,2011-08-03,128,Active
15374,2011-08-03,128,Active
16324,2011-08-03,128,Active
16835,2011-08-03,128,Active
17429,2011-08-03,128,Active
17514,2011-08-03,128,Active
18178,2011-08-03,128,Active
12693,2011-08-04,127,Active
13218,2011-08-04,127,Active
13402,2011-08-04,127,Active
13791,2011-08-04,127,Active
14344,2011-08-04,127,Active
14778,2011-08-04,127,Active
15133,2011-08-04,127,Active
15254,2011-08-04,127,Active
16572,2011-08-04,127,Active
17267,2011-08-04,127,Active
17692,2011-08-04,127,Active
17723,2011-08-04,127,Active
18099,2011-08-04,127,Active
13082,2011-08-05,126,Active
13513,2011-08-05,126,Active
16174,2011-08-05,126,Active
16302,2011-08-05,126,Active
17400,2011-08-05,126,Active
17457,2011-08-05,126,Active
13248,2011-08-07,124,Active
13752,2011-08-07,124,Active
14053,2011-08-07,124,Active
14079,2011-08-07,124,Active
14331,2011-08-07,124,Active
13869,2011-08-08,123,Active
15985,2011-08-08,123,Active
16788,2011-08-08,123,Active
17085,2011-08-08,123,Active
17331,2011-08-08,123,Active
13162,2011-08-09,122,Active
13217,2011-08-09,122,Active
13280,2011-08-09,122,Active
13355,2011-08-09,122,Active
14127,2011-08-09,122,Active
15247,2011-08-09,122,Active
18248,2011-08-09,122,Active
14024,2011-08-10,121,Active
16292,2011-08-10,121,Active
17994,2011-08-10,121,Active
13307,2011-08-11,120,Active
13645,2011-08-11,120,Active
14346,2011-08-11,120,Active
15581,2011-08-11,120,Active
17248,2011-08-11,120,Active
12399,2011-08-12,119,Active
13873,2011-08-12,119,Active
13888,2011-08-12,119,Active
14406,2011-08-12,119,Active
14855,2011-08-12,119,Active
15192,2011-08-12,119,Active
15689,2011-08-12,119,Active
16045,2011-08-12,119,Active
16317,2011-08-12,119,Active
17122,2011-08-12,119,Active
17642,2011-08-12,119,Active
14301,2011-08-14,117,Active
15683,2011-08-14,117,Active
17048,2011-08-14,117,Active
12758,2011-08-15,116,Active
13621,2011-08-15,116,Active
13720,2011-08-15,116,Active
13799,2011-08-15,116,Active
15480,2011-08-15,116,Active
15624,2011-08-15,116,Active
16272,2011-08-15,116,Active
16902,2011-08-15,116,Active
16961,2011-08-15,116,Active
17252,2011-08-15,116,Active
17958,2011-08-15,116,Active
18143,2011-08-15,116,Active
12641,2011-08-16,115,Active
14006,2011-08-16,115,Active
14918,2011-08-16,115,Active
15002,2011-08-16,115,Active
15768,2011-08-16,115,Active
16927,2011-08-16,115,Active
13655,2011-08-17,114,Active
14323,2011-08-17,114,Active
15122,2011-08-17,114,Active
15541,2011-08-17,114,Active
15734,2011-08-17,114,Active
16092,2011-08-17,114,Active
16755,2011-08-17,114,Active
17070,2011-08-17,114,Active
17398,2011-08-17,114,Active
18073,2011-08-17,114,Active
12688,2011-08-18,113,Active
12729,2011-08-18,113,Active
13027,2011-08-18,113,Active
13273,2011-08-18,113,Active
15232,2011-08-18,113,Active
15472,2011-08-18,113,Active
15797,2011-08-18,113,Active
16582,2011-08-18,113,Active
17045,2011-08-18,113,Active
17742,2011-08-18,113,Active
12418,2011-08-19,112,Active
12513,2011-08-19,112,Active
12968,2011-08-19,112,Active
13242,2011-08-19,112,Active
14745,2011-08-19,112,Active
14772,2011-08-19,112,Active
15396,2011-08-19,112,Active
15938,2011-08-19,112,Active
16419,2011-08-19,112,Active
17747,2011-08-19,112,Active
14013,2011-08-21,110,Active
14224,2011-08-21,110,Active
14246,2011-08-21,110,Active
14460,2011-08-21,110,Active
14566,2011-08-21,110,Active
15313,2011-08-21,110,Active
16536,2011-08-21,110,Active
17029,2011-08-21,110,Active
12363,2011-08-22,109,Active
13933,2011-08-22,109,Active
14045,2011-08-22,109,Active
14265,2011-08-22,109,Active
16952,2011-08-22,109,Active
17083,2011-08-22,109,Active
17585,2011-08-22,109,Active
12593,2011-08-23,108,Active
13140,2011-08-23,108,Active
13425,2011-08-23,108,Active
13593,2011-08-23,108,Active
14364,2011-08-23,108,Active
14523,2011-08-23,108,Active
14930,2011-08-23,108,Active
16550,2011-08-23,108,Active
17242,2011-08-23,108,Active
18018,2011-08-23,108,Active
12649,2011-08-24,107,Active
13411,2011-08-24,107,Active
14407,2011-08-24,107,Active
14875,2011-08-24,107,Active
14973,2011-08-24,107,Active
15800,2011-08-24,107,Active
15812,2011-08-24,107,Active
16340,2011-08-24,107,Active
17256,2011-08-24,107,Active
17268,2011-08-24,107,Active
17869,2011-08-24,107,Active
12624,2011-08-25,106,Active
12715,2011-08-25,106,Active
13000,2011-08-25,106,Active
14055,2011-08-25,106,Active
14196,2011-08-25,106,Active
14314,2011-08-25,106,Active
14687,2011-08-25,106,Active
15263,2011-08-25,106,Active
15663,2011-08-25,106,Active
16093,2011-08-25,106,Active
16309,2011-08-25,106,Active
16429,2011-08-25,106,Active
16503,2011-08-25,106,Active
17134,2011-08-25,106,Active
17189,2011-08-25,106,Active
17844,2011-08-25,106,Active
18200,2011-08-25,106,Active
13003,2011-08-26,105,Active
13489,2011-08-26,105,Active
14210,2011-08-26,105,Active
15074,2011-08-26,105,Active
15641,2011-08-26,105,Active
16641,2011-08-26,105,Active
17146,2011-08-26,105,Active
13301,2011-08-28,103,Active
13778,2011-08-28,103,Active
14472,2011-08-28,103,Active
15095,2011-08-28,103,Active
15325,2011-08-28,103,Active
15569,2011-08-28,103,Active
15625,2011-08-28,103,Active
16806,2011-08-28,103,Active
16816,2011-08-28,103,Active
12814,2011-08-30,101,Active
14078,2011-08-30,101,Active
15866,2011-08-30,101,Active
17298,2011-08-30,101,Active
14513,2011-08-31,100,Active
15260,2011-08-31,100,Active
15596,2011-08-31,100,Active
16083,2011-08-31,100,Active
16180,2011-08-31,100,Active
16278,2011-08-31,100,Active
16780,2011-08-31,100,Active
16842,2011-08-31,100,Active
17320,2011-08-31,100,Active
17588,2011-08-31,100,Active
12436,2011-09-01,99,Active
13045,2011-09-01,99,Active
13099,2011-09-01,99,Active
13376,2011-09-01,99,Active
13470,2011-09-01,99,Active
13631,2011-09-01,99,Active
14420,2011-09-01,99,Active
15829,2011-09-01,99,Active
16456,2011-09-01,99,Active
16808,2011-09-01,99,Active
14171,2011-09-02,98,Active
14276,2011-09-02,98,Active
14436,2011-09-02,98,Active
14463,2011-09-02,98,Active
18027,2011-09-02,98,Active
18087,2011-09-02,98,Active
12710,2011-09-04,96,Active
12851,2011-09-04,96,Active
13240,2011-09-04,96,Active
13548,2011-09-04,96,Active
14965,2011-09-04,96,Active
16761,2011-09-04,96,Active
17050,2011-09-04,96,Active
17229,2011-09-04,96,Active
17722,2011-09-04,96,Active
17774,2011-09-04,96,Active
12422,2011-09-05,95,Active
12502,2011-09-05,95,Active
12616,2011-09-05,95,Active
12816,2011-09-05,95,Active
13192,2011-09-05,95,Active
13744,2011-09-05,95,Active
13748,2011-09-05,95,Active
13851,2011-09-05,95,Active
13931,2011-09-05,95,Active
14565,2011-09-05,95,Active
15307,2011-09-05,95,Active
15364,2011-09-05,95,Active
15491,2011-09-05,95,Active
16172,2011-09-05,95,Active
16551,2011-09-05,95,Active
16820,2011-09-05,95,Active
17309,2011-09-05,95,Active
18196,2011-09-05,95,Active
12461,2011-09-06,94,Active
13122,2011-09-06,94,Active
13130,2011-09-06,94,Active
13158,2011-09-06,94,Active
14208,2011-09-06,94,Active
15462,2011-09-06,94,Active
16175,2011-09-06,94,Active
16400,2011-09-06,94,Active
17339,2011-09-06,94,Active
17460,2011-09-06,94,Active
17560,2011-09-06,94,Active
13210,2011-09-07,93,Active
15071,2011-09-07,93,Active
16828,2011-09-07,93,Active
18093,2011-09-07,93,Active
12592,2011-09-08,92,Active
13244,2011-09-08,92,Active
13249,2011-09-08,92,Active
13330,2011-09-08,92,Active
13814,2011-09-08,92,Active
13848,2011-09-08,92,Active
13889,2011-09-08,92,Active
13925,2011-09-08,92,Active
14223,2011-09-08,92,Active
14410,2011-09-08,92,Active
15198,2011-09-08,92,Active
15400,2011-09-08,92,Active
15488,2011-09-08,92,Active
15653,2011-09-08,92,Active
15885,2011-09-08,92,Active
16031,2011-09-08,92,Active
18222,2011-09-08,92,Active
12535,2011-09-09,91,Active
13441,2011-09-09,91,Active
14414,2011-09-09,91,Active
14628,2011-09-09,91,Active
14915,2011-09-09,91,Active
15652,2011-09-09,91,Active
16027,2011-09-09,91,Active
16723,2011-09-09,91,Active
12635,2011-09-11,89,Active
12965,2011-09-11,89,Active
13124,2011-09-11,89,Active
13372,2011-09-11,89,Active
13611,2011-09-11,89,Active
14212,2011-09-11,89,Active
14837,2011-09-11,89,Active
15035,2011-09-11,89,Active
15636,2011-09-11,89,Active
15939,2011-09-11,89,Active
16384,2011-09-11,89,Active
16796,2011-09-11,89,Active
18215,2011-09-11,89,Active
18255,2011-09-11,89,Active
12884,2011-09-12,88,Active
12924,2011-09-12,88,Active
13375,2011-09-12,88,Active
14307,2011-09-12,88,Active
14500,2011-09-12,88,Active
15673,2011-09-12,88,Active
15764,2011-09-12,88,Active
15980,2011-09-12,88,Active
15996,2011-09-12,88,Active
16141,2011-09-12,88,Active
16209,2011-09-12,88,Active
16211,2011-09-12,88,Active
16475,2011-09-12,88,Active
16984,2011-09-12,88,Active
17433,2011-09-12,88,Active
17919,2011-09-12,88,Active
14163,2011-09-13,87,Active
14753,2011-09-13,87,Active
15201,2011-09-13,87,Active
15216,2011-09-13,87,Active
15343,2011-09-13,87,Active
16036,2011-09-13,87,Active
16098,2011-09-13,87,Active
16229,2011-09-13,87,Active
16451,2011-09-13,87,Active
16959,2011-09-13,87,Active
17037,2011-09-13,87,Active
18251,2011-09-13,87,Active
12566,2011-09-14,86,Active
12756,2011-09-14,86,Active
13877,2011-09-14,86,Active
14177,2011-09-14,86,Active
14660,2011-09-14,86,Active
16745,2011-09-14,86,Active
17033,2011-09-14,86,Active
17347,2011-09-14,86,Active
17640,2011-09-14,86,Active
18173,2011-09-14,86,Active
12722,2011-09-15,85,Active
12995,2011-09-15,85,Active
13134,2011-09-15,85,Active
13518,2011-09-15,85,Active
13539,2011-09-15,85,Active
13662,2011-09-15,85,Active
14557,2011-09-15,85,Active
14894,2011-09-15,85,Active
15205,2011-09-15,85,Active
15322,2011-09-15,85,Active
15417,2011-09-15,85,Active
15466,2011-09-15,85,Active
17002,2011-09-15,85,Active
17047,2011-09-15,85,Active
17333,2011-09-15,85,Active
17594,2011-09-15,85,Active
17786,2011-09-15,85,Active
17846,2011-09-15,85,Active
17898,2011-09-15,85,Active
12434,2011-09-16,84,Active
12871,2011-09-16,84,Active
13141,2011-09-16,84,Active
13563,2011-09-16,84,Active
14124,2011-09-16,84,Active
15099,2011-09-16,84,Active
15410,2011-09-16,84,Active
15523,2011-09-16,84,Active
15975,2011-09-16,84,Active
16108,2011-09-16,84,Active
16573,2011-09-16,84,Active
16709,2011-09-16,84,Active
16878,2011-09-16,84,Active
13067,2011-09-18,82,Active
13334,2011-09-18,82,Active
15947,2011-09-18,82,Active
16370,2011-09-18,82,Active
17802,2011-09-18,82,Active
18194,2011-09-18,82,Active
12379,2011-09-19,81,Active
12497,2011-09-19,81,Active
12527,2011-09-19,81,Active
12752,2011-09-19,81,Active
13228,2011-09-19,81,Active
13325,2011-09-19,81,Active
13562,2011-09-19,81,Active
13774,2011-09-19,81,Active
14934,2011-09-19,81,Active
15504,2011-09-19,81,Active
15675,2011-09-19,81,Active
16080,2011-09-19,81,Active
16527,2011-09-19,81,Active
16906,2011-09-19,81,Active
17058,2011-09-19,81,Active
17628,2011-09-19,81,Active
17848,2011-09-19,81,Active
18017,2011-09-19,81,Active
18094,2011-09-19,81,Active
18232,2011-09-19,81,Active
13038,2011-09-20,80,Active
13356,2011-09-20,80,Active
14236,2011-09-20,80,Active
15026,2011-09-20,80,Active
15341,2011-09-20,80,Active
15888,2011-09-20,80,Active
16215,2011-09-20,80,Active
16584,2011-09-20,80,Active
16624,2011-09-20,80,Active
16777,2011-09-20,80,Active
16928,2011-09-20,80,Active
17873,2011-09-20,80,Active
12390,2011-09-21,79,Active
12435,2011-09-21,79,Active
12520,2011-09-21,79,Active
12550,2011-09-21,79,Active
12604,2011-09-21,79,Active
12701,2011-09-21,79,Active
13908,2011-09-21,79,Active
13946,2011-09-21,79,Active
13959,2011-09-21,79,Active
14356,2011-09-21,79,Active
14887,2011-09-21,79,Active
14951,2011-09-21,79,Active
16493,2011-09-21,79,Active
16627,2011-09-21,79,Active
17415,2011-09-21,79,Active
17475,2011-09-21,79,Active
17731,2011-09-21,79,Active
12409,2011-09-22,78,Active
12425,2011-09-22,78,Active
12579,2011-09-22,78,Active
12609,2011-09-22,78,Active
12739,2011-09-22,78,Active
12854,2011-09-22,78,Active
12930,2011-09-22,78,Active
13055,2011-09-22,78,Active
13220,2011-09-22,78,Active
13279,2011-09-22,78,Active
13320,2011-09-22,78,Active
13486,2011-09-22,78,Active
13519,2011-09-22,78,Active
13529,2011-09-22,78,Active
14038,2011-09-22,78,Active
14147,2011-09-22,78,Active
14854,2011-09-22,78,Active
15067,2011-09-22,78,Active
15603,2011-09-22,78,Active
15810,2011-09-22,78,Active
16213,2011-09-22,78,Active
16236,2011-09-22,78,Active
16715,2011-09-22,78,Active
16735,2011-09-22,78,Active
17027,2011-09-22,78,Active
17079,2011-09-22,78,Active
17172,2011-09-22,78,Active
17311,2011-09-22,78,Active
17603,2011-09-22,78,Active
12516,2011-09-23,77,Active
13127,2011-09-23,77,Active
13336,2011-09-23,77,Active
14014,2011-09-23,77,Active
14652,2011-09-23,77,Active
14880,2011-09-23,77,Active
15075,2011-09-23,77,Active
15475,2011-09-23,77,Active
15549,2011-09-23,77,Active
15744,2011-09-23,77,Active
15978,2011-09-23,77,Active
16485,2011-09-23,77,Active
16872,2011-09-23,77,Active
16978,2011-09-23,77,Active
17388,2011-09-23,77,Active
17480,2011-09-23,77,Active
18189,2011-09-23,77,Active
12348,2011-09-25,75,Active
12545,2011-09-25,75,Active
13670,2011-09-25,75,Active
13787,2011-09-25,75,Active
14152,2011-09-25,75,Active
14235,2011-09-25,75,Active
14561,2011-09-25,75,Active
14757,2011-09-25,75,Active
14806,2011-09-25,75,Active
15154,2011-09-25,75,Active
15312,2011-09-25,75,Active
15366,2011-09-25,75,Active
15799,2011-09-25,75,Active
16198,2011-09-25,75,Active
16342,2011-09-25,75,Active
16480,2011-09-25,75,Active
16594,2011-09-25,75,Active
16689,2011-09-25,75,Active
17154,2011-09-25,75,Active
17498,2011-09-25,75,Active
17506,2011-09-25,75,Active
18066,2011-09-25,75,Active
18155,2011-09-25,75,Active
12412,2011-09-26,74,Active
12612,2011-09-26,74,Active
12823,2011-09-26,74,Active
13233,2011-09-26,74,Active
13390,2011-09-26,74,Active
13405,2011-09-26,74,Active
13434,2011-09-26,74,Active
13639,2011-09-26,74,Active
13866,2011-09-26,74,Active
13927,2011-09-26,74,Active
14473,2011-09-26,74,Active
14908,2011-09-26,74,Active
15243,2011-09-26,74,Active
15626,2011-09-26,74,Active
15958,2011-09-26,74,Active
16383,2011-09-26,74,Active
16468,2011-09-26,74,Active
16603,2011-09-26,74,Active
16778,2011-09-26,74,Active
17674,2011-09-26,74,Active
17997,2011-09-26,74,Active
12455,2011-09-27,73,Active
12987,2011-09-27,73,Active
13016,2011-09-27,73,Active
13035,2011-09-27,73,Active
13514,2011-09-27,73,Active
13555,2011-09-27,73,Active
13979,2011-09-27,73,Active
14101,2011-09-27,73,Active
14272,2011-09-27,73,Active
14818,2011-09-27,73,Active
15674,2011-09-27,73,Active
15827,2011-09-27,73,Active
16122,2011-09-27,73,Active
16181,2011-09-27,73,Active
16266,2011-09-27,73,Active
16462,2011-09-27,73,Active
16629,2011-09-27,73,Active
17061,2011-09-27,73,Active
17591,2011-09-27,73,Active
17656,2011-09-27,73,Active
17788,2011-09-27,73,Active
17805,2011-09-27,73,Active
18278,2011-09-27,73,Active
12393,2011-09-28,72,Active
13061,2011-09-28,72,Active
13321,2011-09-28,72,Active
13397,2011-09-28,72,Active
13505,2011-09-28,72,Active
13515,2011-09-28,72,Active
13901,2011-09-28,72,Active
14109,2011-09-28,72,Active
14609,2011-09-28,72,Active
14947,2011-09-28,72,Active
14978,2011-09-28,72,Active
15036,2011-09-28,72,Active
15348,2011-09-28,72,Active
15841,2011-09-28,72,Active
16182,2011-09-28,72,Active
16281,2011-09-28,72,Active
16321,2011-09-28,72,Active
16681,2011-09-28,72,Active
16690,2011-09-28,72,Active
16909,2011-09-28,72,Active
17370,2011-09-28,72,Active
17513,2011-09-28,72,Active
17783,2011-09-28,72,Active
17950,2011-09-28,72,Active
18242,2011-09-28,72,Active
18265,2011-09-28,72,Active
12372,2011-09-29,71,Active
12458,2011-09-29,71,Active
12703,2011-09-29,71,Active
12718,2011-09-29,71,Active
12728,2011-09-29,71,Active
13354,2011-09-29,71,Active
13364,2011-09-29,71,Active
13503,2011-09-29,71,Active
13741,2011-09-29,71,Active
13886,2011-09-29,71,Active
14305,2011-09-29,71,Active
14409,2011-09-29,71,Active
14475,2011-09-29,71,Active
14681,2011-09-29,71,Active
15030,2011-09-29,71,Active
15062,2011-09-29,71,Active
15175,2011-09-29,71,Active
16233,2011-09-29,71,Active
16268,2011-09-29,71,Active
16574,2011-09-29,71,Active
16589,2011-09-29,71,Active
16650,2011-09-29,71,Active
17427,2011-09-29,71,Active
17572,2011-09-29,71,Active
17724,2011-09-29,71,Active
17819,2011-09-29,71,Active
17894,2011-09-29,71,Active
17905,2011-09-29,71,Active
18192,2011-09-29,71,Active
18204,2011-09-29,71,Active
18235,2011-09-29,71,Active
12694,2011-09-30,70,Active
12822,2011-09-30,70,Active
12842,2011-09-30,70,Active
13092,2011-09-30,70,Active
13095,2011-09-30,70,Active
13347,2011-09-30,70,Active
13764,2011-09-30,70,Active
13972,2011-09-30,70,Active
14164,2011-09-30,70,Active
14916,2011-09-30,70,Active
15185,2011-09-30,70,Active
15321,2011-09-30,70,Active
15593,2011-09-30,70,Active
15834,2011-09-30,70,Active
16101,2011-09-30,70,Active
16404,2011-09-30,70,Active
16613,2011-09-30,70,Active
17376,2011-09-30,70,Active
18008,2011-09-30,70,Active
18053,2011-09-30,70,Active
14970,2011-10-02,68,Active
15164,2011-10-02,68,Active
15579,2011-10-02,68,Active
15774,2011-10-02,68,Active
16591,2011-10-02,68,Active
16667,2011-10-02,68,Active
16693,2011-10-02,68,Active
12637,2011-10-03,67,Active
12886,2011-10-03,67,Active
13344,2011-10-03,67,Active
13431,2011-10-03,67,Active
13635,2011-10-03,67,Active
14193,2011-10-03,67,Active
14333,2011-10-03,67,Active
14488,2011-10-03,67,Active
14644,2011-10-03,67,Active
14651,2011-10-03,67,Active
15091,2011-10-03,67,Active
15299,2011-10-03,67,Active
15930,2011-10-03,67,Active
16183,2011-10-03,67,Active
16441,2011-10-03,67,Active
16774,2011-10-03,67,Active
16875,2011-10-03,67,Active
18116,2011-10-03,67,Active
